source,doi,title,abstract,venue,year,citations,authors,url,filter_status
arxiv,,Mathematical Modeling of Option Pricing with an Extended Black-Scholes Framework,"This study investigates enhancing option pricing by extending the Black-Scholes model to include stochastic volatility and interest rate variability within the Partial Differential Equation (PDE). The PDE is solved using the finite difference method. The extended Black-Scholes model and a machine learning-based LSTM model are developed and evaluated for pricing Google stock options. Both models were backtested using historical market data. While the LSTM model exhibited higher predictive accuracy, the finite difference method demonstrated superior computational efficiency. This work provides insights into model performance under varying market conditions and emphasizes the potential of hybrid approaches for robust financial modeling.",arXiv q-fin,2025,0,Nikhil Shivakumar Nayak,https://arxiv.org/abs/2504.03175v2,pass
arxiv,,Realized Volatility Forecasting for New Issues and Spin-Offs using Multi-Source Transfer Learning,"Forecasting the volatility of financial assets is essential for various financial applications. This paper addresses the challenging task of forecasting the volatility of financial assets with limited historical data, such as new issues or spin-offs, by proposing a multi-source transfer learning approach. Specifically, we exploit complementary source data of assets with a substantial historical data record by selecting source time series instances that are most similar to the limited target data of the new issue/spin-off. Based on these instances and the target data, we estimate linear and non-linear realized volatility models and compare their forecasting performance to forecasts of models trained exclusively on the target data, and models trained on the entire source and target data. The results show that our transfer learning approach outperforms the alternative models and that the integration of complementary data is also beneficial immediately after the initial trading day of the new issue/spin-off.",arXiv q-fin,2025,0,Andreas Teller; Uta Pigorsch; Christian Pigorsch,https://arxiv.org/abs/2503.12648v1,pass
arxiv,,Assessing Uncertainty in Stock Returns: A Gaussian Mixture Distribution-Based Method,"This study seeks to advance the understanding and prediction of stock market return uncertainty through the application of advanced deep learning techniques. We introduce a novel deep learning model that utilizes a Gaussian mixture distribution to capture the complex, time-varying nature of asset return distributions in the Chinese stock market. By incorporating the Gaussian mixture distribution, our approach effectively characterizes short-term fluctuations and non-traditional features of stock returns, such as skewness and heavy tails, that are often overlooked by traditional models. Compared to GARCH models and their variants, our method demonstrates superior performance in volatility estimation, particularly during periods of heightened market volatility. It provides more accurate volatility forecasts and offers unique risk insights for different assets, thereby deepening the understanding of return uncertainty. Additionally, we propose a novel use of Code embedding which utilizes a bag-of-words approach to train hidden representations of stock codes and transforms the uncertainty attributes of stocks into high-dimensional vectors. These vectors are subsequently reduced to two dimensions, allowing the observation of similarity among different stocks. This visualization facilitates the identification of asset clusters with similar risk profiles, offering valuable insights for portfolio management and risk mitigation. Since we predict the uncertainty of returns by estimating their latent distribution, it is challenging to evaluate the return distribution when the true distribution is unobservable. However, we can measure it through the CRPS to assess how well the predicted distribution matches the true returns, and through MSE and QLIKE metrics to evaluate the error between the volatility level of the predicted distribution and proxy measures of true volatility.",arXiv q-fin,2025,0,Yanlong Wang; Jian Xu; Shao-Lun Huang; Danny Dongning Sun; Xiao-Ping Zhang,https://arxiv.org/abs/2503.06929v1,pass
arxiv,,Forecasting realized volatility in the stock market: a path-dependent perspective,"Volatility forecasting in financial markets is a topic that has received more attention from scholars. In this paper, we propose a new volatility forecasting model that combines the heterogeneous autoregressive (HAR) model with a family of path-dependent volatility models (HAR-PD). The model utilizes the long- and short-term memory properties of price data to capture volatility features and trend features. By integrating the features of path-dependent volatility into the HAR model family framework, we develop a new set of volatility forecasting models. And, we propose a HAR-REQ model based on the empirical quartile as a threshold, which exhibits stronger forecasting ability compared to the HAR-REX model. Subsequently, the predictive performance of the HAR-PD model family is evaluated by statistical tests using data from the Chinese stock market and compared with the basic HAR model family. The empirical results show that the HAR-PD model family has higher forecasting accuracy compared to the underlying HAR model family. In addition, robustness tests confirm the significant predictive power of the HAR-PD model family.",arXiv q-fin,2025,0,Xiangdong Liu; Sicheng Fu; Shaopeng Hong,https://arxiv.org/abs/2503.00851v2,pass
arxiv,,Predicting Liquidity-Aware Bond Yields using Causal GANs and Deep Reinforcement Learning with LLM Evaluation,"Financial bond yield forecasting is challenging due to data scarcity, nonlinear macroeconomic dependencies, and evolving market conditions. In this paper, we propose a novel framework that leverages Causal Generative Adversarial Networks (CausalGANs) and Soft Actor-Critic (SAC) reinforcement learning (RL) to generate high-fidelity synthetic bond yield data for four major bond categories (AAA, BAA, US10Y, Junk). By incorporating 12 key macroeconomic variables, we ensure statistical fidelity by preserving essential market properties. To transform this market dependent synthetic data into actionable insights, we employ a finetuned Large Language Model (LLM) Qwen2.5-7B that generates trading signals (BUY/HOLD/SELL), risk assessments, and volatility projections. We use automated, human and LLM evaluations, all of which demonstrate that our framework improves forecasting performance over existing methods, with statistical validation via predictive accuracy, MAE evaluation(0.103%), profit/loss evaluation (60% profit rate), LLM evaluation (3.37/5) and expert assessments scoring 4.67 out of 5. The reinforcement learning-enhanced synthetic data generation achieves the least Mean Absolute Error of 0.103, demonstrating its effectiveness in replicating real-world bond market dynamics. We not only enhance data-driven trading strategies but also provides a scalable, high-fidelity synthetic financial data pipeline for risk & volatility management and investment decision-making. This work establishes a bridge between synthetic data generation, LLM driven financial forecasting, and language model evaluation, contributing to AI-driven financial decision-making.",arXiv q-fin,2025,0,Jaskaran Singh Walia; Aarush Sinha; Naman Saraswat; Srinitish Srinivasan; Srihari Unnikrishnan,https://arxiv.org/abs/2502.17011v2,pass
arxiv,,Integrating the implied regularity into implied volatility models: A study on free arbitrage model,"Implied volatility IV is a key metric in financial markets, reflecting market expectations of future price fluctuations. Research has explored IV's relationship with moneyness, focusing on its connection to the implied Hurst exponent H. Our study reveals that H approaches 1/2 when moneyness equals 1, marking a critical point in market efficiency expectations. We developed an IV model that integrates H to capture these dynamics more effectively. This model considers the interaction between H and the underlying-to-strike price ratio S/K, crucial for capturing IV variations based on moneyness. Using Optuna optimization across multiple indexes, the model outperformed SABR and fSABR in accuracy. This approach provides a more detailed representation of market expectations and IV-H dynamics, improving options pricing and volatility forecasting while enhancing theoretical and pratcical financial analysis.",arXiv q-fin,2025,0,Daniele Angelini; Fabrizio Di Sciorio,https://arxiv.org/abs/2502.07518v1,pass
arxiv,,TRADES: Generating Realistic Market Simulations with Diffusion Models,"Financial markets are complex systems characterized by high statistical noise, nonlinearity, volatility, and constant evolution. Thus, modeling them is extremely hard. Here, we address the task of generating realistic and responsive Limit Order Book (LOB) market simulations, which are fundamental for calibrating and testing trading strategies, performing market impact experiments, and generating synthetic market data. We propose a novel TRAnsformer-based Denoising Diffusion Probabilistic Engine for LOB Simulations (TRADES). TRADES generates realistic order flows as time series conditioned on the state of the market, leveraging a transformer-based architecture that captures the temporal and spatial characteristics of high-frequency market data. There is a notable absence of quantitative metrics for evaluating generative market simulation models in the literature. To tackle this problem, we adapt the predictive score, a metric measured as an MAE, to market data by training a stock price predictive model on synthetic data and testing it on real data. We compare TRADES with previous works on two stocks, reporting a 3.27 and 3.48 improvement over SoTA according to the predictive score, demonstrating that we generate useful synthetic market data for financial downstream tasks. Furthermore, we assess TRADES's market simulation realism and responsiveness, showing that it effectively learns the conditional data distribution and successfully reacts to an experimental agent, giving sprout to possible calibrations and evaluations of trading strategies and market impact experiments. To perform the experiments, we developed DeepMarket, the first open-source Python framework for LOB market simulation with deep learning. In our repository, we include a synthetic LOB dataset composed of TRADES's generated simulations.",arXiv q-fin,2025,0,Leonardo Berti; Bardh Prenkaj; Paola Velardi,https://arxiv.org/abs/2502.07071v3,pass
arxiv,,"Quantifying A Firm's AI Engagement: Constructing Objective, Data-Driven, AI Stock Indices Using 10-K Filings","Following an analysis of existing AI-related exchange-traded funds (ETFs), we reveal the selection criteria for determining which stocks qualify as AI-related are often opaque and rely on vague phrases and subjective judgments. This paper proposes a new, objective, data-driven approach using natural language processing (NLP) techniques to classify AI stocks by analyzing annual 10-K filings from 3,395 NASDAQ-listed firms between 2011 and 2023. This analysis quantifies each company's engagement with AI through binary indicators and weighted AI scores based on the frequency and context of AI-related terms. Using these metrics, we construct four AI stock indices-the Equally Weighted AI Index (AII), the Size-Weighted AI Index (SAII), and two Time-Discounted AI Indices (TAII05 and TAII5X)-offering different perspectives on AI investment. We validate our methodology through an event study on the launch of OpenAI's ChatGPT, demonstrating that companies with higher AI engagement saw significantly greater positive abnormal returns, with analyses supporting the predictive power of our AI measures. Our indices perform on par with or surpass 14 existing AI-themed ETFs and the Nasdaq Composite Index in risk-return profiles, market responsiveness, and overall performance, achieving higher average daily returns and risk-adjusted metrics without increased volatility. These results suggest our NLP-based approach offers a reliable, market-responsive, and cost-effective alternative to existing AI-related ETF products. Our innovative methodology can also guide investors, asset managers, and policymakers in using corporate data to construct other thematic portfolios, contributing to a more transparent, data-driven, and competitive approach.",arXiv q-fin,2025,0,Lennart Ante; Aman Saggu,https://arxiv.org/abs/2501.01763v1,pass
arxiv,,Risk forecasting using Long Short-Term Memory Mixture Density Networks,"This work aims to implement Long Short-Term Memory mixture density networks (LSTM-MDNs) for Value-at-Risk forecasting and compare their performance with established models (historical simulation, CMM, and GARCH) using a defined backtesting procedure. The focus was on the neural network's ability to capture volatility clustering and its real-world applicability. Three architectures were tested: a 2-component mixture density network, a regularized 2-component model (Arimond et al., 2020), and a 3-component mixture model, the latter being tested for the first time in Value-at-Risk forecasting. Backtesting was performed on three stock indices (FTSE 100, S&P 500, EURO STOXX 50) over two distinct two-year periods (2017-2018 as a calm period, 2021-2022 as turbulent). Model performance was assessed through unconditional coverage and independence assumption tests. The neural network's ability to handle volatility clustering was validated via correlation analysis and graphical evaluation. Results show limited success for the neural network approach. LSTM-MDNs performed poorly for 2017/2018 but outperformed benchmark models in 2021/2022. The LSTM mechanism allowed the neural network to capture volatility clustering similarly to GARCH models. However, several issues were identified: the need for proper model initialization and reliance on large datasets for effective learning. The findings suggest that while LSTM-MDNs provide adequate risk forecasts, further research and adjustments are necessary for stable performance.",arXiv q-fin,2025,0,Nico Herrig,https://arxiv.org/abs/2501.01278v1,pass
arxiv,,AI-Enhanced Factor Analysis for Predicting S&P 500 Stock Dynamics,"This project investigates the interplay of technical, market, and statistical factors in predicting stock market performance, with a primary focus on S&P 500 companies. Utilizing a comprehensive dataset spanning multiple years, the analysis constructs advanced financial metrics, such as momentum indicators, volatility measures, and liquidity adjustments. The machine learning framework is employed to identify patterns, relationships, and predictive capabilities of these factors. The integration of traditional financial analytics with machine learning enables enhanced predictive accuracy, offering valuable insights into market behavior and guiding investment strategies. This research highlights the potential of combining domain-specific financial expertise with modern computational tools to address complex market dynamics.",arXiv q-fin,2024,0,Jiajun Gu; Zichen Yang; Xintong Lin; Sixun Chen; YuTing Lu,https://arxiv.org/abs/2412.12438v1,pass
arxiv,,From Votes to Volatility Predicting the Stock Market on Election Day,"Stock market forecasting has been a topic of extensive research, aiming to provide investors with optimal stock recommendations for higher returns. In recent years, this field has gained even more attention due to the widespread adoption of deep learning models. While these models have achieved impressive accuracy in predicting stock behavior, tailoring them to specific scenarios has become increasingly important. Election Day represents one such critical scenario, characterized by intensified market volatility, as the winning candidate's policies significantly impact various economic sectors and companies. To address this challenge, we propose the Election Day Stock Market Forecasting (EDSMF) Model. Our approach leverages the contextual capabilities of large language models alongside specialized agents designed to analyze the political and economic consequences of elections. By building on a state-of-the-art architecture, we demonstrate that EDSMF improves the predictive performance of the S&P 500 during this uniquely volatile day.",arXiv q-fin,2024,0,Igor L. R. Azevedo; Toyotaro Suzumura,https://arxiv.org/abs/2412.11192v1,pass
arxiv,,Geometric Deep Learning for Realized Covariance Matrix Forecasting,"Traditional methods employed in matrix volatility forecasting often overlook the inherent Riemannian manifold structure of symmetric positive definite matrices, treating them as elements of Euclidean space, which can lead to suboptimal predictive performance. Moreover, they often struggle to handle high-dimensional matrices. In this paper, we propose a novel approach for forecasting realized covariance matrices of asset returns using a Riemannian-geometry-aware deep learning framework. In this way, we account for the geometric properties of the covariance matrices, including possible non-linear dynamics and efficient handling of high-dimensionality. Moreover, building upon a Fréchet sample mean of realized covariance matrices, we are able to extend the HAR model to the matrix-variate. We demonstrate the efficacy of our approach using daily realized covariance matrices for the 50 most capitalized companies in the S&P 500 index, showing that our method outperforms traditional approaches in terms of predictive accuracy.",arXiv q-fin,2024,0,Andrea Bucci; Michele Palma; Chao Zhang,https://arxiv.org/abs/2412.09517v1,pass
arxiv,,A Hype-Adjusted Probability Measure for NLP Stock Return Forecasting,"This article introduces a Hype-Adjusted Probability Measure in the context of a new Natural Language Processing (NLP) approach for stock return and volatility forecasting. A novel sentiment score equation is proposed to represent the impact of intraday news on forecasting next-period stock return and volatility for selected U.S. semiconductor tickers, a very vibrant industry sector. This work improves the forecast accuracy by addressing news bias, memory, and weight, and incorporating shifts in sentiment direction. More importantly, it extends the use of the remarkable tool of change of Probability Measure developed in the finance of Asset Pricing to NLP forecasting by constructing a Hype-Adjusted Probability Measure, obtained from a redistribution of the weights in the probability space, meant to correct for excessive or insufficient news.",arXiv q-fin,2024,0,Zheng Cao; Helyette Geman,https://arxiv.org/abs/2412.07587v6,pass
arxiv,,Dynamic ETF Portfolio Optimization Using enhanced Transformer-Based Models for Covariance and Semi-Covariance Prediction(Work in Progress),"This study explores the use of Transformer-based models to predict both covariance and semi-covariance matrices for ETF portfolio optimization. Traditional portfolio optimization techniques often rely on static covariance estimates or impose strict model assumptions, which may fail to capture the dynamic and non-linear nature of market fluctuations. Our approach leverages the power of Transformer models to generate adaptive, real-time predictions of asset covariances, with a focus on the semi-covariance matrix to account for downside risk. The semi-covariance matrix emphasizes negative correlations between assets, offering a more nuanced approach to risk management compared to traditional methods that treat all volatility equally. Through a series of experiments, we demonstrate that Transformer-based predictions of both covariance and semi-covariance significantly enhance portfolio performance. Our results show that portfolios optimized using the semi-covariance matrix outperform those optimized with the standard covariance matrix, particularly in volatile market conditions. Moreover, the use of the Sortino ratio, a risk-adjusted performance metric that focuses on downside risk, further validates the effectiveness of our approach in managing risk while maximizing returns. These findings have important implications for asset managers and investors, offering a dynamic, data-driven framework for portfolio construction that adapts more effectively to shifting market conditions. By integrating Transformer-based models with the semi-covariance matrix for improved risk management, this research contributes to the growing field of machine learning in finance and provides valuable insights for optimizing ETF portfolios.",arXiv q-fin,2024,0,Jiahao Zhu; Hengzhi Wu,https://arxiv.org/abs/2411.19649v1,pass
arxiv,,Autoencoder Enhanced Realised GARCH on Volatility Forecasting,"Realised volatility has become increasingly prominent in volatility forecasting due to its ability to capture intraday price fluctuations. With a growing variety of realised volatility estimators, each with unique advantages and limitations, selecting an optimal estimator may introduce challenges. In this thesis, aiming to synthesise the impact of various realised volatility measures on volatility forecasting, we propose an extension of the Realised GARCH model that incorporates an autoencoder-generated synthetic realised measure, combining the information from multiple realised measures in a nonlinear manner. Our proposed model extends existing linear methods, such as Principal Component Analysis and Independent Component Analysis, to reduce the dimensionality of realised measures. The empirical evaluation, conducted across four major stock markets from January 2000 to June 2022 and including the period of COVID-19, demonstrates both the feasibility of applying an autoencoder to synthesise volatility measures and the superior effectiveness of the proposed model in one-step-ahead rolling volatility forecasting. The model exhibits enhanced flexibility in parameter estimations across each rolling window, outperforming traditional linear approaches. These findings indicate that nonlinear dimension reduction offers further adaptability and flexibility in improving the synthetic realised measure, with promising implications for future volatility forecasting applications.",arXiv q-fin,2024,0,Qianli Zhao; Chao Wang; Richard Gerlach; Giuseppe Storti; Lingxiang Zhang,https://arxiv.org/abs/2411.17136v1,pass
arxiv,,What events matter for exchange rate volatility ?,"This paper expands on stochastic volatility models by proposing a data-driven method to select the macroeconomic events most likely to impact volatility. The paper identifies and quantifies the effects of macroeconomic events across multiple countries on exchange rate volatility using high-frequency currency returns, while accounting for persistent stochastic volatility effects and seasonal components capturing time-of-day patterns. Given the hundreds of macroeconomic announcements and their lags, we rely on sparsity-based methods to select relevant events for the model. We contribute to the exchange rate literature in four ways: First, we identify the macroeconomic events that drive currency volatility, estimate their effects and connect them to macroeconomic fundamentals. Second, we find a link between intraday seasonality, trading volume, and the opening hours of major markets across the globe. We provide a simple labor-based explanation for this observed pattern. Third, we show that including macroeconomic events and seasonal components is crucial for forecasting exchange rate volatility. Fourth, our proposed model yields the lowest volatility and highest Sharpe ratio in portfolio allocations when compared to standard SV and GARCH models.",arXiv q-fin,2024,0,Igor Martins; Hedibert Freitas Lopes,https://arxiv.org/abs/2411.16244v1,pass
arxiv,,Quantile deep learning models for multi-step ahead time series prediction,"Uncertainty quantification is crucial in time series prediction, and quantile regression offers a valuable mechanism for uncertainty quantification which is useful for extreme value forecasting. Although deep learning models have been prominent in multi-step ahead prediction, the development and evaluation of quantile deep learning models have been limited. We present a novel quantile regression deep learning framework for multi-step time series prediction. In this way, we elevate the capabilities of deep learning models by incorporating quantile regression, thus providing a more nuanced understanding of predictive values. We provide an implementation of prominent deep learning models for multi-step ahead time series prediction and evaluate their performance under high volatility and extreme conditions. We include multivariate and univariate modelling, strategies and provide a comparison with conventional deep learning models from the literature. Our models are tested on two cryptocurrencies: Bitcoin and Ethereum, using daily close-price data and selected benchmark time series datasets. The results show that integrating a quantile loss function with deep learning provides additional predictions for selected quantiles without a loss in the prediction accuracy when compared to the literature. Our quantile model has the ability to handle volatility more effectively and provides additional information for decision-making and uncertainty quantification through the use of quantiles when compared to conventional deep learning models.",arXiv q-fin,2024,0,Jimmy Cheung; Smruthi Rangarajan; Amelia Maddocks; Xizhe Chen; Rohitash Chandra,https://arxiv.org/abs/2411.15674v1,pass
arxiv,,Analyst Reports and Stock Performance: Evidence from the Chinese Market,"This article applies natural language processing (NLP) to extract and quantify textual information to predict stock performance. Using an extensive dataset of Chinese analyst reports and employing a customized BERT deep learning model for Chinese text, this study categorizes the sentiment of the reports as positive, neutral, or negative. The findings underscore the predictive capacity of this sentiment indicator for stock volatility, excess returns, and trading volume. Specifically, analyst reports with strong positive sentiment will increase excess return and intraday volatility, and vice versa, reports with strong negative sentiment also increase volatility and trading volume, but decrease future excess return. The magnitude of this effect is greater for positive sentiment reports than for negative sentiment reports. This article contributes to the empirical literature on sentiment analysis and the response of the stock market to news in the Chinese stock market.",arXiv q-fin,2024,0,Rui Liu; Jiayou Liang; Haolong Chen; Yujia Hu,https://arxiv.org/abs/2411.08726v2,pass
arxiv,,Whack-a-mole Online Learning: Physics-Informed Neural Network for Intraday Implied Volatility Surface,"Calibrating the time-dependent Implied Volatility Surface (IVS) using sparse market data is an essential challenge in computational finance, particularly for real-time applications. This task requires not only fitting market data but also satisfying a specified partial differential equation (PDE) and no-arbitrage conditions modelled by differential inequalities. This paper proposes a novel Physics-Informed Neural Networks (PINNs) approach called Whack-a-mole Online Learning (WamOL) to address this multi-objective optimisation problem. WamOL integrates self-adaptive and auto-balancing processes for each loss term, efficiently reweighting objective functions to ensure smooth surface fitting while adhering to PDE and no-arbitrage constraints and updating for intraday predictions. In our experiments, WamOL demonstrates superior performance in calibrating intraday IVS from uneven and sparse market data, effectively capturing the dynamic evolution of option prices and associated risk profiles. This approach offers an efficient solution for intraday IVS calibration, extending PINNs applications and providing a method for real-time financial modelling.",arXiv q-fin,2024,0,Kentaro Hoshisashi; Carolyn E. Phelan; Paolo Barucca,https://arxiv.org/abs/2411.02375v1,pass
arxiv,,Deep Learning in Long-Short Stock Portfolio Allocation: An Empirical Study,"This paper provides an empirical study explores the application of deep learning algorithms-Multilayer Perceptron (MLP), Convolutional Neural Networks (CNN), Long Short-Term Memory (LSTM), and Transformer-in constructing long-short stock portfolios. Two datasets comprising randomly selected stocks from the S&P500 and NASDAQ indices, each spanning a decade of daily data, are utilized. The models predict daily stock returns based on historical features such as past returns,Relative Strength Index (RSI), trading volume, and volatility. Portfolios are dynamically adjusted by longing stocks with positive predicted returns and shorting those with negative predictions, with equal asset weights. Performance is evaluated over a two-year testing period, focusing on return, Sharpe ratio, and maximum drawdown metrics. The results demonstrate the efficacy of deep learning models in enhancing long-short stock portfolio performance.",arXiv q-fin,2024,0,Junjie Guo,https://arxiv.org/abs/2411.13555v3,pass
arxiv,,Dynamic graph neural networks for enhanced volatility prediction in financial markets,"Volatility forecasting is essential for risk management and decision-making in financial markets. Traditional models like Generalized Autoregressive Conditional Heteroskedasticity (GARCH) effectively capture volatility clustering but often fail to model complex, non-linear interdependencies between multiple indices. This paper proposes a novel approach using Graph Neural Networks (GNNs) to represent global financial markets as dynamic graphs. The Temporal Graph Attention Network (Temporal GAT) combines Graph Convolutional Networks (GCNs) and Graph Attention Networks (GATs) to capture the temporal and structural dynamics of volatility spillovers. By utilizing correlation-based and volatility spillover indices, the Temporal GAT constructs directed graphs that enhance the accuracy of volatility predictions. Empirical results from a 15-year study of eight major global indices show that the Temporal GAT outperforms traditional GARCH models and other machine learning methods, particularly in short- to mid-term forecasts. The sensitivity and scenario-based analysis over a range of parameters and hyperparameters further demonstrate the significance of the proposed technique. Hence, this work highlights the potential of GNNs in modeling complex market behaviors, providing valuable insights for financial analysts and investors.",arXiv q-fin,2024,0,Pulikandala Nithish Kumar; Nneka Umeorah; Alex Alochukwu,https://arxiv.org/abs/2410.16858v1,pass
arxiv,,A Dynamic Approach to Stock Price Prediction: Comparing RNN and Mixture of Experts Models Across Different Volatility Profiles,"This study evaluates the effectiveness of a Mixture of Experts (MoE) model for stock price prediction by comparing it to a Recurrent Neural Network (RNN) and a linear regression model. The MoE framework combines an RNN for volatile stocks and a linear model for stable stocks, dynamically adjusting the weight of each model through a gating network. Results indicate that the MoE approach significantly improves predictive accuracy across different volatility profiles. The RNN effectively captures non-linear patterns for volatile companies but tends to overfit stable data, whereas the linear model performs well for predictable trends. The MoE model's adaptability allows it to outperform each individual model, reducing errors such as Mean Squared Error (MSE) and Mean Absolute Error (MAE). Future work should focus on enhancing the gating mechanism and validating the model with real-world datasets to optimize its practical applicability.",arXiv q-fin,2024,0,Diego Vallarino,https://arxiv.org/abs/2410.07234v1,pass
arxiv,,GARCH-Informed Neural Networks for Volatility Prediction in Financial Markets,"Volatility, which indicates the dispersion of returns, is a crucial measure of risk and is hence used extensively for pricing and discriminating between different financial investments. As a result, accurate volatility prediction receives extensive attention. The Generalized Autoregressive Conditional Heteroscedasticity (GARCH) model and its succeeding variants are well established models for stock volatility forecasting. More recently, deep learning models have gained popularity in volatility prediction as they demonstrated promising accuracy in certain time series prediction tasks. Inspired by Physics-Informed Neural Networks (PINN), we constructed a new, hybrid Deep Learning model that combines the strengths of GARCH with the flexibility of a Long Short-Term Memory (LSTM) Deep Neural Network (DNN), thus capturing and forecasting market volatility more accurately than either class of models are capable of on their own. We refer to this novel model as a GARCH-Informed Neural Network (GINN). When compared to other time series models, GINN showed superior out-of-sample prediction performance in terms of the Coefficient of Determination ($R^2$), Mean Squared Error (MSE), and Mean Absolute Error (MAE).",arXiv q-fin,2024,0,Zeda Xu; John Liechty; Sebastian Benthall; Nicholas Skar-Gislinge; Christopher McComb,https://arxiv.org/abs/2410.00288v1,pass
arxiv,,Price predictability in limit order book with deep learning model,"This study explores the prediction of high-frequency price changes using deep learning models. Although state-of-the-art methods perform well, their complexity impedes the understanding of successful predictions. We found that an inadequately defined target price process may render predictions meaningless by incorporating past information. The commonly used three-class problem in asset price prediction can generally be divided into volatility and directional prediction. When relying solely on the price process, directional prediction performance is not substantial. However, volume imbalance improves directional prediction performance.",arXiv q-fin,2024,0,Kyungsub Lee,https://arxiv.org/abs/2409.14157v1,pass
arxiv,,QuantFactor REINFORCE: Mining Steady Formulaic Alpha Factors with Variance-bounded REINFORCE,"Alpha factor mining aims to discover investment signals from the historical financial market data, which can be used to predict asset returns and gain excess profits. Powerful deep learning methods for alpha factor mining lack interpretability, making them unacceptable in the risk-sensitive real markets. Formulaic alpha factors are preferred for their interpretability, while the search space is complex and powerful explorative methods are urged. Recently, a promising framework is proposed for generating formulaic alpha factors using deep reinforcement learning, and quickly gained research focuses from both academia and industries. This paper first argues that the originally employed policy training method, i.e., Proximal Policy Optimization (PPO), faces several important issues in the context of alpha factors mining. Herein, a novel reinforcement learning algorithm based on the well-known REINFORCE algorithm is proposed. REINFORCE employs Monte Carlo sampling to estimate the policy gradient-yielding unbiased but high variance estimates. The minimal environmental variability inherent in the underlying state transition function, which adheres to the Dirac distribution, can help alleviate this high variance issue, making REINFORCE algorithm more appropriate than PPO. A new dedicated baseline is designed to theoretically reduce the commonly suffered high variance of REINFORCE. Moreover, the information ratio is introduced as a reward shaping mechanism to encourage the generation of steady alpha factors that can better adapt to changes in market volatility. Evaluations on real assets data indicate the proposed algorithm boosts correlation with returns by 3.83\%, and a stronger ability to obtain excess returns compared to the latest alpha factors mining methods, which meets the theoretical results well.",arXiv q-fin,2024,0,Junjie Zhao; Chengxi Zhang; Min Qin; Peng Yang,https://arxiv.org/abs/2409.05144v3,pass
arxiv,,Predicting Foreign Exchange EUR/USD direction using machine learning,"The Foreign Exchange market is a significant market for speculators, characterized by substantial transaction volumes and high volatility. Accurately predicting the directional movement of currency pairs is essential for formulating a sound financial investment strategy. This paper conducts a comparative analysis of various machine learning models for predicting the daily directional movement of the EUR/USD currency pair in the Foreign Exchange market. The analysis includes both decorrelated and non-decorrelated feature sets using Principal Component Analysis. Additionally, this study explores meta-estimators, which involve stacking multiple estimators as input for another estimator, aiming to achieve improved predictive performance. Ultimately, our approach yielded a prediction accuracy of 58.52% for one-day ahead forecasts, coupled with an annual return of 32.48% for the year 2022.",arXiv q-fin,2024,0,Kevin Cedric Guyard; Michel Deriaz,https://arxiv.org/abs/2409.04471v2,pass
arxiv,,American option pricing using generalised stochastic hybrid systems,"This paper presents a novel approach to pricing American options using piecewise diffusion Markov processes (PDifMPs), a type of generalised stochastic hybrid system that integrates continuous dynamics with discrete jump processes. Standard models often rely on constant drift and volatility assumptions, which limits their ability to accurately capture the complex and erratic nature of financial markets. By incorporating PDifMPs, our method accounts for sudden market fluctuations, providing a more realistic model of asset price dynamics. We benchmark our approach with the Longstaff-Schwartz algorithm, both in its original form and modified to include PDifMP asset price trajectories. Numerical simulations demonstrate that our PDifMP-based method not only provides a more accurate reflection of market behaviour but also offers practical advantages in terms of computational efficiency. The results suggest that PDifMPs can significantly improve the predictive accuracy of American options pricing by more closely aligning with the stochastic volatility and jumps observed in real financial markets.",arXiv q-fin,2024,0,Evelyn Buckwar; Sascha Desmettre; Agnes Mallinger; Amira Meddah,https://arxiv.org/abs/2409.07477v1,pass
arxiv,,Enhancing Causal Discovery in Financial Networks with Piecewise Quantile Regression,"Financial networks can be constructed using statistical dependencies found within the price series of speculative assets. Across the various methods used to infer these networks, there is a general reliance on predictive modelling to capture cross-correlation effects. These methods usually model the flow of mean-response information, or the propagation of volatility and risk within the market. Such techniques, though insightful, don't fully capture the broader distribution-level causality that is possible within speculative markets. This paper introduces a novel approach, combining quantile regression with a piecewise linear embedding scheme - allowing us to construct causality networks that identify the complex tail interactions inherent to financial markets. Applying this method to 260 cryptocurrency return series, we uncover significant tail-tail causal effects and substantial causal asymmetry. We identify a propensity for coins to be self-influencing, with comparatively sparse cross variable effects. Assessing all link types in conjunction, Bitcoin stands out as the primary influencer - a nuance that is missed in conventional linear mean-response analyses. Our findings introduce a comprehensive framework for modelling distributional causality, paving the way towards more holistic representations of causality in financial markets.",arXiv q-fin,2024,0,Cameron Cornell; Lewis Mitchell; Matthew Roughan,https://arxiv.org/abs/2408.12210v1,pass
arxiv,,Deviations from the Nash equilibrium in a two-player optimal execution game with reinforcement learning,"The use of reinforcement learning algorithms in financial trading is becoming increasingly prevalent. However, the autonomous nature of these algorithms can lead to unexpected outcomes that deviate from traditional game-theoretical predictions and may even destabilize markets. In this study, we examine a scenario in which two autonomous agents, modelled with Double Deep Q-Learning, learn to liquidate the same asset optimally in the presence of market impact, under the Almgren-Chriss (2000) framework. We show that the strategies learned by the agents deviate significantly from the Nash equilibrium of the corresponding market impact game. Notably, the learned strategies exhibit supra-competitive solution, {which might be compatible with a tacit collusive behaviour}, closely aligning with the Pareto-optimal solution. We further explore how different levels of market volatility influence the agents' performance and the equilibria they discover, including scenarios where volatility differs between the training and testing phases.",arXiv q-fin,2024,0,Fabrizio Lillo; Andrea Macrì,https://arxiv.org/abs/2408.11773v2,pass
